API,constrinf,constrinf_2,neuri,symbolic,constrinf,constrinf_2,neuri,symbolic
torch.Tensor.log1p.models,37966,36884,36961,36859,1000,1000,1000,2000
torch.Tensor.log1p_.models,37935,37481,37635,36867,1000,1000,1000,2000
torch.Tensor.log2.models,37920,36863,36956,36876,1000,2000,1000,4000
torch.Tensor.log2_.models,37941,37494,37632,36856,2000,1000,1000,3000
torch.Tensor.log_.models,37924,37477,37624,36867,1000,1000,1000,2000
torch.Tensor.log_softmax.models,38062,37653,37721,36872,3000,13000,1000,5000
torch.Tensor.logical_and.models,38074,37974,37959,36863,2000,9000,1000,3000
torch.Tensor.logical_not.models,37987,37489,37616,36861,2000,2000,1000,3000
torch.Tensor.logical_not_.models,37623,37460,37622,36858,2000,2000,1000,3000
torch.Tensor.logical_or.models,38085,38015,38011,36871,1000,1000,1000,2000
torch.Tensor.logical_or_.models,38043,37997,37971,36857,1000,1000,1000,3000
torch.Tensor.logical_xor.models,38127,37960,37979,36860,1000,1000,1000,3000
torch.Tensor.logical_xor_.models,38349,38252,37625,36876,2000,4000,1000,7000
torch.Tensor.lt.models,38110,37398,37031,36864,2000,1000,1000,5000
torch.Tensor.masked_fill.models,38083,38029,38035,36875,2000,1000,1000,3000
torch.Tensor.masked_fill_.models,38137,37919,38153,36854,2000,1000,2000,3000
torch.Tensor.masked_scatter.models,38021,37994,36952,36864,1000,1000,1000,2000
torch.Tensor.masked_select.models,38282,37981,36948,36875,2000,3000,1000,5000
torch.Tensor.matmul.models,38419,37654,37621,36875,2000,3000,2000,6000
torch.Tensor.matrix_exp.models,38468,38031,36952,36861,1000,1000,1000,3000
torch.Tensor.matrix_power.models,38324,37924,36955,36859,1000,1000,1000,3000
torch.Tensor.max.models,38136,37431,37821,37762,2000,2000,1000,5000
torch.Tensor.maximum.models,38123,37998,36949,36851,2000,2000,1000,3000
torch.Tensor.mean.models,38053,37599,37924,37848,2000,4000,2000,3000
torch.Tensor.median.models,37945,37488,36952,36860,1000,4000,1000,2000
torch.Tensor.min.models,38112,37421,37809,37761,2000,3000,1000,4000
torch.Tensor.minimum.models,38060,37963,36945,36851,1000,8000,1000,2000
torch.Tensor.mm.models,38107,37879,37937,36872,2000,11000,1000,3000
torch.Tensor.mode.models,38160,37668,36952,36878,4000,11000,1000,20000
torch.Tensor.movedim.models,38199,37766,37927,36868,3000,18000,2000,3000
torch.Tensor.msort.models,37996,37596,36955,36860,1000,1000,1000,2000
torch.Tensor.mul.models,38164,37374,37586,36857,3000,1000,2000,4000
torch.Tensor.mul_.models,38277,38165,38378,36871,2000,1000,3000,4000
torch.Tensor.mv.models,38224,37750,37967,36879,3000,1000,1000,8000
torch.Tensor.mvlgamma.models,38050,37678,36941,36871,1000,1000,1000,3000
torch.Tensor.nan_to_num.models,38018,37632,37696,36867,2000,2000,1000,4000
torch.Tensor.nan_to_num_.models,37951,37593,37727,36852,1000,2000,1000,3000
torch.Tensor.nanmean.models,38066,37654,36948,36875,2000,23000,1000,3000
torch.Tensor.nanmedian.models,37998,37497,36948,36874,2000,6000,1000,3000
torch.Tensor.narrow.models,38244,37726,37782,36870,4000,2000,1000,4000
torch.Tensor.transpose.models,38205,37769,37842,37843,2000,11000,1000,1000
torch.Tensor.transpose_.models,38191,37701,37767,36875,2000,25000,2000,3000
torch.Tensor.tril.models,38008,37567,37721,37580,3000,3000,1000,1000
torch.Tensor.tril_.models,38055,37555,37689,36862,2000,1000,1000,3000
torch.Tensor.triu_.models,38050,37541,37699,36872,2000,2000,1000,5000
torch.Tensor.trunc.models,37962,36902,36959,36866,2000,2000,1000,4000
torch.Tensor.trunc_.models,37586,37486,37649,36856,1000,1000,1000,2000
torch.Tensor.type_as.models,38058,37483,36970,36859,1000,2000,1000,3000
torch.Tensor.unfold.models,38262,37744,37879,36884,3000,4000,1000,12000
torch.Tensor.unique_consecutive.models,38255,37808,36951,36877,2000,2000,1000,7000
torch.Tensor.unsqueeze.models,38011,37006,37141,36854,1000,1000,3000,3000
torch.Tensor.unsqueeze_.models,38021,37590,37700,36865,2000,1000,1000,2000
torch.Tensor.view.models,38094,0,37857,36871,2000,0,3000,6000
torch.Tensor.view_as.models,38192,38056,38020,36862,2000,5000,1000,2000
torch.Tensor.xlogy_.models,38084,38179,38105,36860,1000,2000,2000,2000
torch.Tensor.zero_.models,37932,37478,37654,36870,1000,1000,3000,2000
torch._C._linalg.linalg_matrix_power.models,38418,38257,37971,36879,2000,1000,2000,12000
torch._C._linalg.linalg_matrix_rank.models,38328,33013,37096,36886,3000,3000,2000,215000
torch.adaptive_avg_pool1d.models,38150,37774,37937,36863,1000,2000,1000,2000
